Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-02:00,0.20940046353106004,0.21338895090119547,0.20441463589668274,0.20441463589668274,1029600,0.0,0.0
2000-01-04 00:00:00-02:00,0.2044146170587926,0.20491329606012937,0.194692462682724,0.194692462682724,628200,0.0,0.0
2000-01-05 00:00:00-02:00,0.1944433013742376,0.19693607277470151,0.18746323833707143,0.19668689370155334,957600,0.0,0.0
2000-01-06 00:00:00-02:00,0.19668686792396445,0.1994289606809616,0.19444327589069169,0.1994289606809616,410400,0.0,0.0
2000-01-07 00:00:00-02:00,0.19942883007082507,0.19942883007082507,0.1949416846036911,0.1949416846036911,788400,0.0,0.0
2000-01-10 00:00:00-02:00,0.20416543182051328,0.20591032685288208,0.19942894429035815,0.20566114783287048,1098000,0.0,0.0
2000-01-11 00:00:00-02:00,0.20690748612306534,0.21338888531840058,0.2001767653110536,0.2029188573360443,1285200,0.0,0.0
2000-01-12 00:00:00-02:00,0.20441461084052487,0.20690752435214418,0.20067532080963185,0.20566114783287048,1168200,0.0,0.0
2000-01-13 00:00:00-02:00,0.20940027403444167,0.21189304295305292,0.20217087864875793,0.20217087864875793,1103400,0.0,0.0
2000-01-14 00:00:00-02:00,0.20441455813523055,0.20690747100408885,0.20192180573940277,0.20192180573940277,496800,0.0,0.0
2000-01-17 00:00:00-02:00,0.19942879387170284,0.20441445666144623,0.19743456085039568,0.20341742038726807,298800,0.0,0.0
2000-01-18 00:00:00-02:00,0.19942893116806765,0.2103974788762814,0.19942893116806765,0.2089017629623413,612000,0.0,0.0
2000-01-19 00:00:00-02:00,0.2091510980359808,0.21139468988126756,0.20441461051340534,0.20665818452835083,210600,0.0,0.0
2000-01-20 00:00:00-02:00,0.2034176017060434,0.20989898515726554,0.2034176017060434,0.20541183650493622,689400,0.0,0.0
2000-01-21 00:00:00-02:00,0.204414452002228,0.2094002751512804,0.2024202190263754,0.207156702876091,316800,0.0,0.0
2000-01-24 00:00:00-02:00,0.20192169982369737,0.21189304295305292,0.20192169982369737,0.20217087864875793,1794600,0.0,0.0
2000-01-25 00:00:00-02:00,0.20217087864875793,0.20217087864875793,0.20217087864875793,0.20217087864875793,0,0.0,0.0
2000-01-26 00:00:00-02:00,0.20217097985835839,0.20815386005239414,0.20217097985835839,0.2069074660539627,293400,0.0,0.0
2000-01-27 00:00:00-02:00,0.21189310726506017,0.21189310726506017,0.20217094000997504,0.20242027938365936,405000,0.0,0.0
2000-01-28 00:00:00-02:00,0.20940038728375696,0.20940038728375696,0.1961881253839341,0.19718532264232635,1071000,0.0,0.0
2000-01-31 00:00:00-02:00,0.19818257817449592,0.19818257817449592,0.19444327011697005,0.19693604111671448,572400,0.0,0.0
2000-02-01 00:00:00-02:00,0.1974347201290592,0.1974347201290592,0.1949418064865767,0.19693604111671448,554400,0.0,0.0
2000-02-02 00:00:00-02:00,0.19693591798697951,0.19693591798697951,0.19444314854578287,0.1949416846036911,153000,0.0,0.0
2000-02-03 00:00:00-02:00,0.199428954759197,0.199428954759197,0.1949418064865767,0.19693604111671448,277200,0.0,0.0
2000-02-04 00:00:00-02:00,0.1994289606809616,0.2031682510191782,0.19593899202597834,0.1994289606809616,509400,0.0,0.0
2000-02-07 00:00:00-02:00,0.1996782624748305,0.1996782624748305,0.19568963337649944,0.19618815183639526,642600,0.0,0.0
2000-02-08 00:00:00-02:00,0.1994289914947328,0.20192190559641907,0.19718541694514818,0.200675368309021,2721600,0.0,0.0
2000-02-09 00:00:00-02:00,0.1994289914947328,0.20491333832919859,0.1994289914947328,0.200675368309021,356400,0.0,0.0
2000-02-10 00:00:00-02:00,0.1994288827701177,0.1994288827701177,0.1956895938927284,0.197933167219162,1814400,0.0,0.0
2000-02-11 00:00:00-02:00,0.19793323866832357,0.199428954759197,0.1966868620836225,0.19693604111671448,1090800,0.0,0.0
2000-02-14 00:00:00-02:00,0.19668673910968096,0.19668673910968096,0.1889588061505147,0.1949416846036911,597600,0.0,0.0
2000-02-15 00:00:00-02:00,0.19170095767664622,0.19170095767664622,0.18222812857275345,0.18621675670146942,781200,0.0,0.0
2000-02-16 00:00:00-02:00,0.18621679432376848,0.19693600167659497,0.18197882593297263,0.1904546022415161,2455200,0.0,0.0
2000-02-17 00:00:00-02:00,0.18696462937614403,0.18945739957209853,0.1859674321460797,0.1867152899503708,1508400,0.0,0.0
2000-02-18 00:00:00-02:00,0.18671532141515856,0.1956896344093167,0.18571812401704904,0.18696466088294983,504000,0.0,0.0
2000-02-21 00:00:00-02:00,0.18821094857265905,0.20690740584938166,0.1857180364888135,0.1949416846036911,1875600,0.0,0.0
2000-02-22 00:00:00-02:00,0.20192170780716115,0.20192170780716115,0.19195020381061167,0.19219954311847687,394200,0.0,0.0
2000-02-23 00:00:00-02:00,0.19219972687726697,0.19917964727167214,0.18995615238029637,0.19668689370155334,903600,0.0,0.0
2000-02-24 00:00:00-02:00,0.19668683180742622,0.20441459010534405,0.18696466088294983,0.18696466088294983,1197000,0.0,0.0
2000-02-25 00:00:00-02:00,0.18696469191131737,0.19668686444927025,0.1859674943477145,0.18821106851100922,1519200,0.0,0.0
2000-02-28 00:00:00-03:00,0.19070395827293396,0.19444324807625812,0.185967471031036,0.19070395827293396,181800,0.0,0.0
2000-02-29 00:00:00-03:00,0.18696458097174795,0.18721375985998115,0.18397315052905308,0.18571804463863373,2057400,0.0,0.0
